"","cECs.1","pericytes.1","cortex.astrocytes"
"Bmp2",0.02402068533899,0,0.00187525628710734
"Bmp2.1",0.02402068533899,0,0.00187525628710734
"Bmp2.2",0.02402068533899,0,0.00187525628710734
"Bmp2.3",0.02402068533899,0,0.00187525628710734
"Bmp2.4",0.02402068533899,0,0.00187525628710734
"Bmp2.5",0.02402068533899,0,0.00187525628710734
"Bmp2.6",0.02402068533899,0,0.00187525628710734
"Bmp2.7",0.02402068533899,0,0.00187525628710734
"Bmp3",0.0235097454933735,0.0173805124436405,0.0210950984684244
"Bmp4",0.0312205005516462,2.04824620249005,0.0234636525019983
"Bmp4.1",0.0312205005516462,2.04824620249005,0.0234636525019983
"Bmp4.2",0.0312205005516462,2.04824620249005,0.0234636525019983
"Bmp5",0.0228157624218842,0.6217997252731,0.00269888529519724
"Bmp6",0,0,0.00563967371995553
"Bmp6.1",0,0,0.00563967371995553
"Bmp6.2",0,0,0.00563967371995553
"Bmp6.3",0,0,0.00563967371995553
"Bmp6.4",0,0,0.00563967371995553
"Bmp7",0,0.0198459826179791,0.623430211712856
"Bmp7.1",0,0.0198459826179791,0.623430211712856
"Bmp7.2",0,0.0198459826179791,0.623430211712856
"Bmp7.3",0,0.0198459826179791,0.623430211712856
"Bmp7.4",0,0.0198459826179791,0.623430211712856
"Bmp7.5",0,0.0198459826179791,0.623430211712856
"Bmp7.6",0,0.0198459826179791,0.623430211712856
"Bst1",0.112404314505658,0.0623298063247901,0.0590881845692904
"Btc",0.0396572129742352,0,0.0390761064466854
"Btc.1",0.0396572129742352,0,0.0390761064466854
"Btc.2",0.0396572129742352,0,0.0390761064466854
"Btc.3",0.0396572129742352,0,0.0390761064466854
"Btla",0,0,0
"Btla.1",0,0,0
"Btla.2",0,0,0
"C1qa",0.017351524295058,0,0.0115152442304942
"C1qa.1",0.017351524295058,0,0.0115152442304942
"C1qb",0.0111483671616307,0,0.0111996856377204
"C1qtnf1",0,0,0.00470168886432195
"C1qtnf5",0,0.270268027445366,0.410378442770859
"C3",0,0,0.00151256885151092
"C3.1",0,0,0.00151256885151092
"C3.2",0,0,0.00151256885151092
"C3.3",0,0,0.00151256885151092
"C3.4",0,0,0.00151256885151092
"C3.5",0,0,0.00151256885151092
"C3.6",0,0,0.00151256885151092
"C3.7",0,0,0.00151256885151092
"Hc",0,0,0.0137688378918059
"Hc.1",0,0,0.0137688378918059
"Calca",0,0,0
"Calca.1",0,0,0
"Calca.2",0,0,0
"Calr",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.1",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.2",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.3",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.4",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.5",3.71982747932924,6.72696563110606,3.86581714122802
"Calr.6",3.71982747932924,6.72696563110606,3.86581714122802
"Camp",0,0,0
"Cck",0.204849782837692,0.0745279450959085,0.124421204297272
"Cck.1",0.204849782837692,0.0745279450959085,0.124421204297272
"Ccl11",0,0.0340853976902322,0
"Ccl11.1",0,0.0340853976902322,0
"Ccl11.2",0,0.0340853976902322,0
"Ccl11.3",0,0.0340853976902322,0
"Ccl11.4",0,0.0340853976902322,0
"Ccl11.5",0,0.0340853976902322,0
"Ccl2",0,0,0.00537419811696218
"Ccl2.1",0,0,0.00537419811696218
"Ccl2.2",0,0,0.00537419811696218
"Ccl2.3",0,0,0.00537419811696218
"Ccl2.4",0,0,0.00537419811696218
"Ccl2.5",0,0,0.00537419811696218
"Ccl2.6",0,0,0.00537419811696218
"Ccl17",0,0,0
"Ccl17.1",0,0,0
"Ccl1",0,0,0
"Ccl20",0,0,0
"Ccl20.1",0,0,0
"Ccl22",0,0,0
"Ccl24",0,0,0
"Ccl24.1",0,0,0
"Ccl25",0,0.0541683169046912,0.062706466012139
"Ccl25.1",0,0.0541683169046912,0.062706466012139
"Ccl25.2",0,0.0541683169046912,0.062706466012139
"Ccl25.3",0,0.0541683169046912,0.062706466012139
"Ccl28",0.0228054634841558,0.0353113332984383,0.0116652913349259
"Ccl28.1",0.0228054634841558,0.0353113332984383,0.0116652913349259
"Ccl28.2",0.0228054634841558,0.0353113332984383,0.0116652913349259
"Ccl12",0,0,0
"Ccl12.1",0,0,0
"Ccl12.2",0,0,0
"Ccl12.3",0,0,0
"Ccl12.4",0,0,0
"Ccl12.5",0,0,0
"Ccl12.6",0,0,0
"Ccl12.7",0,0,0
"Ccl3",0.0238222820171355,0.115173154267218,0
"Ccl3.1",0.0238222820171355,0.115173154267218,0
"Ccl4",0,0.0485351472894121,0.00958712658616945
"Ccl4.1",0,0.0485351472894121,0.00958712658616945
"Ccl4.2",0,0.0485351472894121,0.00958712658616945
"Ccl4.3",0,0.0485351472894121,0.00958712658616945
"Ccl4.4",0,0.0485351472894121,0.00958712658616945
"Ccl5",0,0,0.00115796463409493
"Ccl5.1",0,0,0.00115796463409493
"Ccl5.2",0,0,0.00115796463409493
"Ccl5.3",0,0,0.00115796463409493
"Ccl5.4",0,0,0.00115796463409493
"Ccl5.5",0,0,0.00115796463409493
"Ccl5.6",0,0,0.00115796463409493
"Ccl5.7",0,0,0.00115796463409493
"Ccl5.8",0,0,0.00115796463409493
"Ccl5.9",0,0,0.00115796463409493
"Cd14",0.0181657022453962,0,0.000595762688071689
"Cd14.1",0.0181657022453962,0,0.000595762688071689
"Cd34",10.3929478890486,0.356549440224076,0.0503825003545687
"Cd40lg",0,0,0
"Cd5l",0,0,0
"Cd70",0,0,0.000849530742577466
"Cdh1",0,0,0.00272886972461341
"Cdh1.1",0,0,0.00272886972461341
"Cdh1.2",0,0,0.00272886972461341
"Cdh1.3",0,0,0.00272886972461341
"Cdh1.4",0,0,0.00272886972461341
"Cdh1.5",0,0,0.00272886972461341
"Cel",0,0,0
"Cfh",0.604342415362898,1.00879480657752,0
"Cfh.1",0.604342415362898,1.00879480657752,0
"Cga",0,0,0
"Cga.1",0,0,0
"Cga.2",0,0,0
"Cgn",0.0298635632202166,0.0728479053032685,0.0501305171913873
"Chad",0,0,0.0019781050433132
"Chad.1",0,0,0.0019781050433132
"Clcf1",0,0.0214228342014116,0
"Clcf1.1",0,0.0214228342014116,0
"Clcf1.2",0,0.0214228342014116,0
"Clcf1.3",0,0.0214228342014116,0
"Cntf",0,0,0.00989635215585252
"Cntf.1",0,0,0.00989635215585252
"Cntf.2",0,0,0.00989635215585252
"Cntf.3",0,0,0.00989635215585252
"Cntn2",0.0166697986923052,0.0745776942804024,0.034151662428509
"Cntn2.1",0.0166697986923052,0.0745776942804024,0.034151662428509
"Cntn2.2",0.0166697986923052,0.0745776942804024,0.034151662428509
"Cntn4",0.0152906456232499,0,0.00304745166712024
"Col11a1",0,0,0.022556027955793
"Col14a1",0.112911582291044,0,0.00530123265741325
"Col18a1",0,0.150287043786307,0.00768588944281895
"Col18a1.1",0,0.150287043786307,0.00768588944281895
"Col18a1.2",0,0.150287043786307,0.00768588944281895
"Col18a1.3",0,0.150287043786307,0.00768588944281895
"Col18a1.4",0,0.150287043786307,0.00768588944281895
"Col1a1",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.1",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.2",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.3",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.4",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.5",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.6",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.7",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.8",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a1.9",0.286459320029025,0.122678478230293,0.423445664384198
"Col1a2",0.0630246967412103,5.05941467450547,0.251345504470475
"Col1a2.1",0.0630246967412103,5.05941467450547,0.251345504470475
"Col1a2.2",0.0630246967412103,5.05941467450547,0.251345504470475
"Col1a2.3",0.0630246967412103,5.05941467450547,0.251345504470475
"Col1a2.4",0.0630246967412103,5.05941467450547,0.251345504470475
"Col1a2.5",0.0630246967412103,5.05941467450547,0.251345504470475
"Col2a1",0,0,0
"Col2a1.1",0,0,0
"Col2a1.2",0,0,0
"Col2a1.3",0,0,0
"Col2a1.4",0,0,0
"Col2a1.5",0,0,0
"Col2a1.6",0,0,0
"Col3a1",0,0.898274348845917,0.0031423040561195
"Col3a1.1",0,0.898274348845917,0.0031423040561195
"Col3a1.2",0,0.898274348845917,0.0031423040561195
"Col4a1",7.38624959153593,14.5054052689476,0.167404373397448
"Col4a1.1",7.38624959153593,14.5054052689476,0.167404373397448
"Col4a1.2",7.38624959153593,14.5054052689476,0.167404373397448
"Col4a1.3",7.38624959153593,14.5054052689476,0.167404373397448
"Col4a1.4",7.38624959153593,14.5054052689476,0.167404373397448
"Col4a2",5.71429025343801,8.52995021211765,0.151265098613753
"Col4a3",0.498236191961537,0.48081258076082,0.364963418596767
"Col4a3.1",0.498236191961537,0.48081258076082,0.364963418596767
"Col4a3.2",0.498236191961537,0.48081258076082,0.364963418596767
"Col4a4",0.0147925512719415,0.654322999770487,0.0247472322013448
"Col4a5",0,0.432220569135155,0.170151678119898
"Col4a6",0,0.147429128005001,0.00830916696748045
"Col5a1",0,0.0153112344562232,0.0201982552444264
"Col5a2",0.0177088465009939,0.871210164891639,0.06173639237435
"Col5a3",0,0.616077806327032,0.0477074081376489
"Col8a1",0.0249044904345911,0.255641228442508,0.00717906535287572
"Col8a1.1",0.0249044904345911,0.255641228442508,0.00717906535287572
"Col9a1",0.0124289788963253,0,0.00770421213467215
"Col9a2",0.0173202014756523,0,0.00633945876951313
"Col9a3",0,0,0.232505091085362
"Cort",0,0,0
"Cort.1",0,0,0
"Cort.2",0,0,0
"Cort.3",0,0,0
"Cort.4",0,0,0
"Cort.5",0,0,0
"Cp",1.19984798112298,6.03836319967269,0.0246917516020835
"Crh",0,0,0
"Crh.1",0,0,0
"Crh.2",0,0,0
"Crp",0,0.0157323570182323,0.0127719076505423
"Csf1",0.555892527165936,0.0762950733180768,0.497158188435313
"Csf2",0,0,0
"Csf2.1",0,0,0
"Csf2.2",0,0,0
"Csf2.3",0,0,0
"Csf2.4",0,0,0
"Csf3",0,0,0
"Csf3.1",0,0,0
"Gh",0,0,0
"Ctf1",0.0175863369310277,0.0224410895848795,0.0465696737244681
"Ctf1.1",0.0175863369310277,0.0224410895848795,0.0465696737244681
"Ctgf",0,0.191454590323615,0.000878602676677049
"Ctgf.1",0,0.191454590323615,0.000878602676677049
"Ctgf.2",0,0.191454590323615,0.000878602676677049
"Ctgf.3",0,0.191454590323615,0.000878602676677049
"Ctgf.4",0,0.191454590323615,0.000878602676677049
"Ctgf.5",0,0.191454590323615,0.000878602676677049
"Ctgf.6",0,0.191454590323615,0.000878602676677049
"Cthrc1",0.297865480747661,1.52877440795618,0.0813315482664184
"Cthrc1.1",0.297865480747661,1.52877440795618,0.0813315482664184
"Cthrc1.2",0.297865480747661,1.52877440795618,0.0813315482664184
"Cubn",0.0315010752467603,0,0.0267905522171609
"Cx3cl1",1.27372634532718,0.211561716443236,0.204638646436144
"Cxcl10",0,0,0.00965306922035172
"Cxcl10.1",0,0,0.00965306922035172
"Cxcl10.2",0,0,0.00965306922035172
"Cxcl12",36.2900865413939,3.95302499047972,0.0277127065796965
"Cxcl12.1",36.2900865413939,3.95302499047972,0.0277127065796965
"Cxcl12.2",36.2900865413939,3.95302499047972,0.0277127065796965
"Cxcl12.3",36.2900865413939,3.95302499047972,0.0277127065796965
"Cxcl12.4",36.2900865413939,3.95302499047972,0.0277127065796965
"Cxcl13",0,0,0
"Cxcl13.1",0,0,0
"Cxcl13.2",0,0,0
"Cxcl13.3",0,0,0
"Cxcl16",0,0,0.0107455272057319
"Cxcl1",0.0213925274380908,0.0130238035523327,0.00184680856577319
"Cxcl1.1",0.0213925274380908,0.0130238035523327,0.00184680856577319
"Cxcl1.2",0.0213925274380908,0.0130238035523327,0.00184680856577319
"Cxcl2",0.0110926007148945,0,0
"Cxcl2.1",0.0110926007148945,0,0
"Cxcl5",0.0460918947692758,0,0.0134093870432274
"Cxcl5.1",0.0460918947692758,0,0.0134093870432274
"Cyr61",0,0.248778570617326,1.05418152666187
"Cyr61.1",0,0.248778570617326,1.05418152666187
"Cyr61.2",0,0.248778570617326,1.05418152666187
"Cyr61.3",0,0.248778570617326,1.05418152666187
"Cyr61.4",0,0.248778570617326,1.05418152666187
"Cyr61.5",0,0.248778570617326,1.05418152666187
"Dcn",0,0.481065162179498,0
"Dcn.1",0,0.481065162179498,0
"Dcn.2",0,0.481065162179498,0
"Dhh",0.00945645672237548,0,0
"Dhh.1",0.00945645672237548,0,0
"Dhh.2",0.00945645672237548,0,0
"Dhh.3",0.00945645672237548,0,0
"Dhh.4",0.00945645672237548,0,0
"Dkk1",0,0,0.000666485561459548
"Dkk1.1",0,0,0.000666485561459548
"Dkk1.2",0,0,0.000666485561459548
"Dkk1.3",0,0,0.000666485561459548
"Dkk2",0.0253368123124371,0.725952104674737,0.0328839019526644
"Dkk2.1",0.0253368123124371,0.725952104674737,0.0328839019526644
"Dlk1",0,0,0.0370385698257973
"Dlk2",0.0246942683491855,0,0.012257214559236
"Dll1",0.033002400138238,0.013105225406671,0.00151340644005913
"Dll1.1",0.033002400138238,0.013105225406671,0.00151340644005913
"Dll1.2",0.033002400138238,0.013105225406671,0.00151340644005913
"Dll4",0.926004025239478,0,0.00217994561057343
"Dll4.1",0.926004025239478,0,0.00217994561057343
"Dll4.2",0.926004025239478,0,0.00217994561057343
"Dll4.3",0.926004025239478,0,0.00217994561057343
"Ebi3",0,0,0
"Edil3",0.0896690338163481,0.0916194058242355,0.0636058887873357
"Edn1",2.81656418037959,0.0161761274378151,0.016071579526672
"Edn1.1",2.81656418037959,0.0161761274378151,0.016071579526672
"Edn1.2",2.81656418037959,0.0161761274378151,0.016071579526672
"Edn2",0,0,0
"Edn2.1",0,0,0
"Edn2.2",0,0,0
"Edn3",1.25122418475481,0,0
"Edn3.1",1.25122418475481,0,0
"Edn3.2",1.25122418475481,0,0
"Efemp1",0,0,0.42373295736015
"Efemp2",0.0923725917749645,0.401763748645062,0.0600147594638962
"Efemp2.1",0.0923725917749645,0.401763748645062,0.0600147594638962
"Efemp2.2",0.0923725917749645,0.401763748645062,0.0600147594638962
"Efemp2.3",0.0923725917749645,0.401763748645062,0.0600147594638962
"Efna1",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.1",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.2",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.3",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.4",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.5",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.6",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.7",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna1.8",1.42125496973911,0.029646666316594,0.00211017373523294
"Efna2",0,0.0584012908629228,0.446438083551913
"Efna2.1",0,0.0584012908629228,0.446438083551913
"Efna2.2",0,0.0584012908629228,0.446438083551913
"Efna2.3",0,0.0584012908629228,0.446438083551913
"Efna2.4",0,0.0584012908629228,0.446438083551913
"Efna2.5",0,0.0584012908629228,0.446438083551913
"Efna2.6",0,0.0584012908629228,0.446438083551913
"Efna3",0.00833760678483909,0,0.00429235839986148
"Efna3.1",0.00833760678483909,0,0.00429235839986148
"Efna3.2",0.00833760678483909,0,0.00429235839986148
"Efna3.3",0.00833760678483909,0,0.00429235839986148
"Efna3.4",0.00833760678483909,0,0.00429235839986148
"Efna3.5",0.00833760678483909,0,0.00429235839986148
"Efna3.6",0.00833760678483909,0,0.00429235839986148
"Efna3.7",0.00833760678483909,0,0.00429235839986148
"Efna3.8",0.00833760678483909,0,0.00429235839986148
"Efna4",0.0224293946456844,0,0.00322537603599662
"Efna4.1",0.0224293946456844,0,0.00322537603599662
"Efna4.2",0.0224293946456844,0,0.00322537603599662
"Efna4.3",0.0224293946456844,0,0.00322537603599662
"Efna4.4",0.0224293946456844,0,0.00322537603599662
"Efna4.5",0.0224293946456844,0,0.00322537603599662
"Efna4.6",0.0224293946456844,0,0.00322537603599662
"Efna5",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.1",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.2",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.3",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.4",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.5",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.6",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.7",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.8",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efna5.9",0.0875381799735106,0.0902869914986017,0.152797136179027
"Efnb1",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb1.1",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb1.2",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb1.3",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb1.4",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb1.5",0.46860363638005,0.349651793336575,0.241224990802927
"Efnb2",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.1",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.2",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.3",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.4",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.5",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.6",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.7",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.8",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.9",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.10",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb2.11",0.382653431919953,0.0315518692913342,0.0470918506103961
"Efnb3",0.054197419627377,0,0.0215837342490656
"Efnb3.1",0.054197419627377,0,0.0215837342490656
"Efnb3.2",0.054197419627377,0,0.0215837342490656
"Efnb3.3",0.054197419627377,0,0.0215837342490656
"Efnb3.4",0.054197419627377,0,0.0215837342490656
"Egf",0.0341371448981364,0.0343707113492226,0.117909659369998
"Egf.1",0.0341371448981364,0.0343707113492226,0.117909659369998
"Egf.2",0.0341371448981364,0.0343707113492226,0.117909659369998
"Egf.3",0.0341371448981364,0.0343707113492226,0.117909659369998
"Epgn",0,0,0
"Epo",0,0,0
"Ereg",0,0,0.0013447865054958
"Ereg.1",0,0,0.0013447865054958
"F10",0.0206971372307401,0.0318986521074594,0.0942758428722904
"F11",0,0,0
"F12",0,0,0
"F12.1",0,0,0
"F13a1",0.243403940093354,0.187262625914538,0.176953697204341
"F13a1.1",0.243403940093354,0.187262625914538,0.176953697204341
"F13a1.2",0.243403940093354,0.187262625914538,0.176953697204341
"F2",0,0,0.0115972814374885
"F2.1",0,0,0.0115972814374885
"F2.2",0,0,0.0115972814374885
"F2.3",0,0,0.0115972814374885
"F2.4",0,0,0.0115972814374885
"F2.5",0,0,0.0115972814374885
"F2.6",0,0,0.0115972814374885
"F2.7",0,0,0.0115972814374885
"F7",0,0,0
"F8",0,0,0.00413805245275568
"F8.1",0,0,0.00413805245275568
"F8.2",0,0,0.00413805245275568
"F9",0,0,0.00286551381462386
"Fasl",0,0,0
"Fat4",0.461457733875152,0.0141811623356276,0.107811765973548
"Fbln1",0,0.183554703605308,0.208325090400837
"Fbln2",0.0600148938053996,0,0.0354194509208463
"Fbn1",0,0,0.00866801356234066
"Fbn1.1",0,0,0.00866801356234066
"Fbn1.2",0,0,0.00866801356234066
"Fbn1.3",0,0,0.00866801356234066
"Fga",0,0,0
"Fga.1",0,0,0
"Fga.2",0,0,0
"Fga.3",0,0,0
"Fga.4",0,0,0
"Fga.5",0,0,0
"Fga.6",0,0,0
"Fga.7",0,0,0
"Fga.8",0,0,0
"Fgb",0,0,0
"Fgb.1",0,0,0
"Fgb.2",0,0,0
"Fgb.3",0,0,0
"Fgb.4",0,0,0
"Fgb.5",0,0,0
"Fgf10",0.0454815862072182,0.0577494300876901,0.0352659878093945
"Fgf13",0.041464404383563,0.0152915527592371,0.177094322321835
"Fgf13.1",0.041464404383563,0.0152915527592371,0.177094322321835
"Fgf16",0,0,0
"Fgf16.1",0,0,0
"Fgf16.2",0,0,0
"Fgf17",0,0,0
"Fgf17.1",0,0,0
"Fgf17.2",0,0,0
"Fgf17.3",0,0,0
"Fgf18",0,0,0.00160743148314334
"Fgf18.1",0,0,0.00160743148314334
"Fgf18.2",0,0,0.00160743148314334
"Fgf18.3",0,0,0.00160743148314334
"Fgf15",0.0391723872118097,0,0.0250580398010381
"Fgf15.1",0.0391723872118097,0,0.0250580398010381
"Fgf15.2",0.0391723872118097,0,0.0250580398010381
"Fgf15.3",0.0391723872118097,0,0.0250580398010381
"Fgf15.4",0.0391723872118097,0,0.0250580398010381
"Fgf1",0,0.179040662278165,1.03792641348299
"Fgf1.1",0,0.179040662278165,1.03792641348299
"Fgf1.2",0,0.179040662278165,1.03792641348299
"Fgf1.3",0,0.179040662278165,1.03792641348299
"Fgf1.4",0,0.179040662278165,1.03792641348299
"Fgf20",0,0,0
"Fgf21",0,0,0
